;;;650;358;162;120;78;41;30;22;15;14;15;22;9;2;5;0
05.02.2020 19:41;05.02.2020 19:41;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:42;05.02.2020 19:42;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:42;05.02.2020 19:42;25;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:44;05.02.2020 19:44;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:46;05.02.2020 19:46;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:47;05.02.2020 19:47;24;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:48;05.02.2020 19:48;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:49;05.02.2020 19:49;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:50;05.02.2020 19:51;44;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:54;05.02.2020 19:54;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:55;05.02.2020 19:55;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:56;05.02.2020 19:56;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:56;05.02.2020 19:56;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 19:59;05.02.2020 19:59;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:00;05.02.2020 20:01;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:03;05.02.2020 20:03;17;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:04;05.02.2020 20:04;20;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:06;05.02.2020 20:06;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:08;05.02.2020 20:08;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:11;05.02.2020 20:11;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:11;05.02.2020 20:12;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:14;05.02.2020 20:14;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:14;05.02.2020 20:14;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:15;05.02.2020 20:15;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:24;05.02.2020 20:24;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:28;05.02.2020 20:28;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:34;05.02.2020 20:35;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:37;05.02.2020 20:37;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:38;05.02.2020 20:38;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:39;05.02.2020 20:39;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:51;05.02.2020 20:51;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:54;05.02.2020 20:55;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:55;05.02.2020 20:56;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:57;05.02.2020 20:57;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 20:57;05.02.2020 20:57;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:03;05.02.2020 21:03;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:13;05.02.2020 21:13;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:16;05.02.2020 21:16;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:22;05.02.2020 21:22;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:23;05.02.2020 21:24;58;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:25;05.02.2020 21:25;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:27;05.02.2020 21:27;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:28;05.02.2020 21:28;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:28;05.02.2020 21:29;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:33;05.02.2020 21:33;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:47;05.02.2020 21:48;49;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:50;05.02.2020 21:50;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:51;05.02.2020 21:51;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:52;05.02.2020 21:53;38;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:54;05.02.2020 21:55;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:55;05.02.2020 21:55;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:56;05.02.2020 21:56;12;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:56;05.02.2020 21:57;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:57;05.02.2020 21:57;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:58;05.02.2020 21:58;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:59;05.02.2020 21:59;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 21:59;05.02.2020 21:59;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:01;05.02.2020 22:01;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:03;05.02.2020 22:03;20;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:04;05.02.2020 22:04;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:05;05.02.2020 22:05;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:06;05.02.2020 22:06;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:08;05.02.2020 22:08;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:10;05.02.2020 22:10;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:15;05.02.2020 22:15;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:17;05.02.2020 22:17;11;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:17;05.02.2020 22:17;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:19;05.02.2020 22:19;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:21;05.02.2020 22:21;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:23;05.02.2020 22:23;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:26;05.02.2020 22:26;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:28;05.02.2020 22:29;57;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:29;05.02.2020 22:29;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:30;05.02.2020 22:30;22;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:31;05.02.2020 22:31;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:31;05.02.2020 22:32;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:32;05.02.2020 22:32;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:33;05.02.2020 22:33;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:33;05.02.2020 22:33;10;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:34;05.02.2020 22:34;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:35;05.02.2020 22:36;30;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:37;05.02.2020 22:37;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:38;05.02.2020 22:38;21;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:39;05.02.2020 22:39;27;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:41;05.02.2020 22:41;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:42;05.02.2020 22:42;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:43;05.02.2020 22:43;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:45;05.02.2020 22:45;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:45;05.02.2020 22:46;41;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:46;05.02.2020 22:47;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:48;05.02.2020 22:48;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:49;05.02.2020 22:49;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:49;05.02.2020 22:50;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:50;05.02.2020 22:50;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:51;05.02.2020 22:51;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:52;05.02.2020 22:52;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:53;05.02.2020 22:53;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:54;05.02.2020 22:55;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:56;05.02.2020 22:56;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 22:56;05.02.2020 22:57;13;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 23:03;05.02.2020 23:04;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
05.02.2020 23:08;05.02.2020 23:08;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 1:57;06.02.2020 1:58;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:21;06.02.2020 2:21;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:31;06.02.2020 2:31;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:32;06.02.2020 2:32;14;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:33;06.02.2020 2:33;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:35;06.02.2020 2:35;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:36;06.02.2020 2:36;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:38;06.02.2020 2:38;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:40;06.02.2020 2:40;16;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:41;06.02.2020 2:41;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:42;06.02.2020 2:42;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:42;06.02.2020 2:43;19;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:44;06.02.2020 2:44;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
06.02.2020 2:46;06.02.2020 2:46;24;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ
